id,key,value,category
150967217,name,Woodridge,regular
150967217,place,locality,regular
150967221,ele,1310,regular
150967221,Class,Populated Place,gnis
150967221,County,Salt Lake,gnis
150967221,County_num,035,gnis
150967221,ST_alpha,UT,gnis
150967221,ST_num,49,gnis
150967221,id,1451981,gnis
150967221,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967221,name,Brigham Madsen,regular
150967221,place,locality,regular
150967223,building,yes,regular
150967223,ele,1326,regular
150967223,Class,Populated Place,gnis
150967223,County,Salt Lake,gnis
150967223,County_num,035,gnis
150967223,ST_alpha,UT,gnis
150967223,ST_num,49,gnis
150967223,id,1452025,gnis
150967223,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967223,name,Edgewood Estates,regular
150967274,ele,1320,regular
150967274,Class,Populated Place,gnis
150967274,County,Salt Lake,gnis
150967274,County_num,035,gnis
150967274,ST_alpha,UT,gnis
150967274,ST_num,49,gnis
150967274,id,1452431,gnis
150967274,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967274,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150967274,name,River View Heights,regular
150967274,place,locality,regular
150967277,ele,1319,regular
150967277,Class,Populated Place,gnis
150967277,County,Salt Lake,gnis
150967277,County_num,035,gnis
150967277,ST_alpha,UT,gnis
150967277,ST_num,49,gnis
150967277,id,1452433,gnis
150967277,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967277,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150967277,name,Redwood Villa,regular
150967277,place,locality,regular
150967309,building,yes,regular
150967309,ele,1459,regular
150967309,Class,Populated Place,gnis
150967309,County,Salt Lake,gnis
150967309,County_num,035,gnis
150967309,ST_alpha,UT,gnis
150967309,ST_num,49,gnis
150967309,id,1452069,gnis
150967309,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967309,name,Olympus Shadows Estates,regular
150967471,building,yes,regular
150967471,ele,1327,regular
150967471,Class,Populated Place,gnis
150967471,County,Salt Lake,gnis
150967471,County_num,035,gnis
150967471,ST_alpha,UT,gnis
150967471,ST_num,49,gnis
150967471,id,1452443,gnis
150967471,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967471,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150967471,name,Summerwood Estates,regular
150967475,ele,1296,regular
150967475,Class,Populated Place,gnis
150967475,County,Salt Lake,gnis
150967475,County_num,035,gnis
150967475,ST_alpha,UT,gnis
150967475,ST_num,49,gnis
150967475,id,1452448,gnis
150967475,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967475,name,Sunstone,regular
150967475,place,locality,regular
150967528,ele,1306,regular
150967528,Class,Populated Place,gnis
150967528,County,Salt Lake,gnis
150967528,County_num,035,gnis
150967528,ST_alpha,UT,gnis
150967528,ST_num,49,gnis
150967528,id,1452346,gnis
150967528,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967528,name,Germania Gardens,regular
150967528,place,locality,regular
150967551,ele,1301,regular
150967551,Class,Populated Place,gnis
150967551,County,Salt Lake,gnis
150967551,County_num,035,gnis
150967551,ST_alpha,UT,gnis
150967551,ST_num,49,gnis
150967551,id,1451749,gnis
150967551,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967551,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150967551,name,Log Haven,regular
150967551,place,locality,regular
150967648,ele,1311,regular
150967648,Class,Populated Place,gnis
150967648,County,Salt Lake,gnis
150967648,County_num,035,gnis
150967648,ST_alpha,UT,gnis
150967648,ST_num,49,gnis
150967648,id,1437216,gnis
150967648,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967648,name,Cahoon Haynes Addition,regular
150967648,place,locality,regular
150967759,building,yes,regular
150967759,ele,1359,regular
150967759,Class,Populated Place,gnis
150967759,County,Salt Lake,gnis
150967759,County_num,035,gnis
150967759,ST_alpha,UT,gnis
150967759,ST_num,49,gnis
150967759,id,1449804,gnis
150967759,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967759,name,Arcadia Park Condominium,regular
150967763,ele,1295,regular
150967763,Class,Populated Place,gnis
150967763,County,Salt Lake,gnis
150967763,County_num,035,gnis
150967763,ST_alpha,UT,gnis
150967763,ST_num,49,gnis
150967763,id,1451677,gnis
150967763,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967763,name,Clark Village Gardens,regular
150967763,place,locality,regular
150967823,ele,1344,regular
150967823,Class,Populated Place,gnis
150967823,County,Salt Lake,gnis
150967823,County_num,035,gnis
150967823,ST_alpha,UT,gnis
150967823,ST_num,49,gnis
150967823,id,1451953,gnis
150967823,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967823,name,Wagstaff Acres,regular
150967823,place,locality,regular
150967861,ele,1292,regular
150967861,Class,Populated Place,gnis
150967861,County,Salt Lake,gnis
150967861,County_num,035,gnis
150967861,ST_alpha,UT,gnis
150967861,ST_num,49,gnis
150967861,id,1451799,gnis
150967861,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967861,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150967861,name,Saint Albans,regular
150967861,place,locality,regular
150967863,ele,1291,regular
150967863,Class,Populated Place,gnis
150967863,County,Salt Lake,gnis
150967863,County_num,035,gnis
150967863,ST_alpha,UT,gnis
150967863,ST_num,49,gnis
150967863,id,1451823,gnis
150967863,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967863,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150967863,name,Syndicate Place,regular
150967863,place,locality,regular
150967865,ele,1354,regular
150967865,Class,Populated Place,gnis
150967865,County,Salt Lake,gnis
150967865,County_num,035,gnis
150967865,ST_alpha,UT,gnis
150967865,ST_num,49,gnis
150967865,id,1451917,gnis
150967865,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967865,name,Locust Grove,regular
150967865,place,locality,regular
150967868,ele,1345,regular
150967868,Class,Populated Place,gnis
150967868,County,Salt Lake,gnis
150967868,County_num,035,gnis
150967868,ST_alpha,UT,gnis
150967868,ST_num,49,gnis
150967868,id,1452087,gnis
150967868,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967868,name,Del Ann,regular
150967868,place,locality,regular
150967870,ele,1319,regular
150967870,Class,Populated Place,gnis
150967870,County,Salt Lake,gnis
150967870,County_num,035,gnis
150967870,ST_alpha,UT,gnis
150967870,ST_num,49,gnis
150967870,id,1451976,gnis
150967870,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967870,name,Villas of Country Lane,regular
150967870,place,locality,regular
150967961,building,yes,regular
150967961,ele,1386,regular
150967961,Class,Populated Place,gnis
150967961,County,Salt Lake,gnis
150967961,County_num,035,gnis
150967961,ST_alpha,UT,gnis
150967961,ST_num,49,gnis
150967961,id,1451904,gnis
150967961,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967961,name,Briarcreek Estates,regular
150967966,ele,1400,regular
150967966,Class,Populated Place,gnis
150967966,County,Salt Lake,gnis
150967966,County_num,035,gnis
150967966,ST_alpha,UT,gnis
150967966,ST_num,49,gnis
150967966,id,1451916,gnis
150967966,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967966,name,Knight,regular
150967966,place,locality,regular
150967968,ele,1359,regular
150967968,Class,Populated Place,gnis
150967968,County,Salt Lake,gnis
150967968,County_num,035,gnis
150967968,ST_alpha,UT,gnis
150967968,ST_num,49,gnis
150967968,id,1451946,gnis
150967968,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967968,name,Lincoln Gardens,regular
150967968,place,locality,regular
150967984,ele,1307,regular
150967984,Class,Populated Place,gnis
150967984,County,Salt Lake,gnis
150967984,County_num,035,gnis
150967984,ST_alpha,UT,gnis
150967984,ST_num,49,gnis
150967984,id,1452437,gnis
150967984,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967984,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150967984,name,Remington Place,regular
150967984,place,locality,regular
150967993,building,yes,regular
150967993,ele,1300,regular
150967993,Class,Populated Place,gnis
150967993,County,Salt Lake,gnis
150967993,County_num,035,gnis
150967993,ST_alpha,UT,gnis
150967993,ST_num,49,gnis
150967993,id,1437310,gnis
150967993,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967993,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150967993,name,Chestnut Place Condo,regular
150968030,ele,1385,regular
150968030,Class,Populated Place,gnis
150968030,County,Salt Lake,gnis
150968030,County_num,035,gnis
150968030,ST_alpha,UT,gnis
150968030,ST_num,49,gnis
150968030,id,1452049,gnis
150968030,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968030,name,Blue Spruce Heights,regular
150968030,place,locality,regular
150968137,building,yes,regular
150968137,ele,1364,regular
150968137,Class,Populated Place,gnis
150968137,County,Salt Lake,gnis
150968137,County_num,035,gnis
150968137,ST_alpha,UT,gnis
150968137,ST_num,49,gnis
150968137,id,1437212,gnis
150968137,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968137,name,Tara Gardens Condominium,regular
150968157,ele,1313,regular
150968157,Class,Populated Place,gnis
150968157,County,Salt Lake,gnis
150968157,County_num,035,gnis
150968157,ST_alpha,UT,gnis
150968157,ST_num,49,gnis
150968157,id,1452473,gnis
150968157,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968157,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150968157,name,Woodhaven Village,regular
150968157,place,locality,regular
150968213,building,yes,regular
150968213,ele,1316,regular
150968213,Class,Populated Place,gnis
150968213,County,Salt Lake,gnis
150968213,County_num,035,gnis
150968213,ST_alpha,UT,gnis
150968213,ST_num,49,gnis
150968213,id,1449838,gnis
150968213,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968213,name,Tidewater Village Condominium,regular
150968224,ele,1299,regular
150968224,Class,Populated Place,gnis
150968224,County,Salt Lake,gnis
150968224,County_num,035,gnis
150968224,ST_alpha,UT,gnis
150968224,ST_num,49,gnis
150968224,id,1451711,gnis
150968224,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968224,name,Gordons South Lawn Addition,regular
150968224,place,locality,regular
150968237,ele,1382,regular
150968237,Class,Populated Place,gnis
150968237,County,Salt Lake,gnis
150968237,County_num,035,gnis
150968237,ST_alpha,UT,gnis
150968237,ST_num,49,gnis
150968237,id,1451924,gnis
150968237,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968237,name,Powell Circle,regular
150968237,place,locality,regular
150968239,ele,1324,regular
150968239,Class,Populated Place,gnis
150968239,County,Salt Lake,gnis
150968239,County_num,035,gnis
150968239,ST_alpha,UT,gnis
150968239,ST_num,49,gnis
150968239,id,1451943,gnis
150968239,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968239,name,Highland Drive Park,regular
150968239,place,locality,regular
150968257,ele,1330,regular
150968257,Class,Populated Place,gnis
150968257,County,Salt Lake,gnis
150968257,County_num,035,gnis
150968257,ST_alpha,UT,gnis
150968257,ST_num,49,gnis
150968257,id,1452117,gnis
150968257,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968257,name,Hyland Lake,regular
150968257,place,locality,regular
150968259,ele,1340,regular
150968259,Class,Populated Place,gnis
150968259,County,Salt Lake,gnis
150968259,County_num,035,gnis
150968259,ST_alpha,UT,gnis
150968259,ST_num,49,gnis
150968259,id,1452170,gnis
150968259,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968259,name,Brentwood Park,regular
150968259,place,locality,regular
150968274,ele,1332,regular
150968274,Class,Populated Place,gnis
150968274,County,Salt Lake,gnis
150968274,County_num,035,gnis
150968274,ST_alpha,UT,gnis
150968274,ST_num,49,gnis
150968274,id,1452146,gnis
150968274,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968274,name,Bonneville Terrace,regular
150968274,place,locality,regular
150968276,ele,1304,regular
150968276,Class,Populated Place,gnis
150968276,County,Salt Lake,gnis
150968276,County_num,035,gnis
150968276,ST_alpha,UT,gnis
150968276,ST_num,49,gnis
150968276,id,1452475,gnis
150968276,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968276,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150968276,name,Woodhaven Village Number 5,regular
150968276,place,locality,regular
150968403,ele,1366,regular
150968403,Class,Populated Place,gnis
150968403,County,Salt Lake,gnis
150968403,County_num,035,gnis
150968403,ST_alpha,UT,gnis
150968403,ST_num,49,gnis
150968403,id,1451923,gnis
150968403,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968403,name,Phylden,regular
150968403,place,locality,regular
150968409,ele,1317,regular
150968409,Class,Populated Place,gnis
150968409,County,Salt Lake,gnis
150968409,County_num,035,gnis
150968409,ST_alpha,UT,gnis
150968409,ST_num,49,gnis
150968409,id,1452452,gnis
150968409,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968409,name,Twin Willows,regular
150968409,place,locality,regular
150968487,ele,1320,regular
150968487,Class,Populated Place,gnis
150968487,County,Salt Lake,gnis
150968487,County_num,035,gnis
150968487,ST_alpha,UT,gnis
150968487,ST_num,49,gnis
150968487,id,1452024,gnis
150968487,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968487,name,Crown Colony,regular
150968487,place,locality,regular
150968493,ele,1339,regular
150968493,Class,Populated Place,gnis
150968493,County,Salt Lake,gnis
150968493,County_num,035,gnis
150968493,ST_alpha,UT,gnis
150968493,ST_num,49,gnis
150968493,id,1452100,gnis
150968493,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968493,name,Oakdale,regular
150968493,place,locality,regular
150968999,ele,1335,regular
150968999,Class,Populated Place,gnis
150968999,County,Salt Lake,gnis
150968999,County_num,035,gnis
150968999,ST_alpha,UT,gnis
150968999,ST_num,49,gnis
150968999,id,1452119,gnis
150968999,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150968999,name,Kimberly Park,regular
150968999,place,locality,regular
150969152,building,yes,regular
150969152,ele,1324,regular
150969152,Class,Populated Place,gnis
150969152,County,Salt Lake,gnis
150969152,County_num,035,gnis
150969152,ST_alpha,UT,gnis
150969152,ST_num,49,gnis
150969152,id,1437225,gnis
150969152,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150969152,name,El Sid Condominium,regular
150969584,ele,1325,regular
150969584,Class,Populated Place,gnis
150969584,County,Salt Lake,gnis
150969584,County_num,035,gnis
150969584,ST_alpha,UT,gnis
150969584,ST_num,49,gnis
150969584,id,1452005,gnis
150969584,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150969584,name,Huff Acres,regular
150969584,place,locality,regular
150969744,building,yes,regular
150969744,ele,1324,regular
150969744,Class,Populated Place,gnis
150969744,County,Salt Lake,gnis
150969744,County_num,035,gnis
150969744,ST_alpha,UT,gnis
150969744,ST_num,49,gnis
150969744,id,1452321,gnis
150969744,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150969744,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150969744,name,Coats Estates Number 7,regular
150969981,ele,1386,regular
150969981,Class,Populated Place,gnis
150969981,County,Salt Lake,gnis
150969981,County_num,035,gnis
150969981,ST_alpha,UT,gnis
150969981,ST_num,49,gnis
150969981,id,1452508,gnis
150969981,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150969981,name,Country Manor,regular
150969981,place,locality,regular
150969989,ele,1466,regular
150969989,Class,Populated Place,gnis
150969989,County,Salt Lake,gnis
150969989,County_num,035,gnis
150969989,ST_alpha,UT,gnis
150969989,ST_num,49,gnis
150969989,id,1451892,gnis
150969989,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150969989,name,Mount Athena,regular
150969989,place,locality,regular
150969997,ele,1300,regular
150969997,Class,Populated Place,gnis
150969997,County,Salt Lake,gnis
150969997,County_num,035,gnis
150969997,ST_alpha,UT,gnis
150969997,ST_num,49,gnis
150969997,id,1451654,gnis
150969997,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150969997,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150969997,name,Bangerter,regular
150969997,place,locality,regular
150970007,ele,1330,regular
150970007,Class,Populated Place,gnis
150970007,County,Salt Lake,gnis
150970007,County_num,035,gnis
150970007,ST_alpha,UT,gnis
150970007,ST_num,49,gnis
150970007,id,1452138,gnis
150970007,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970007,name,Murray Burton Acres,regular
150970007,place,locality,regular
150970253,ele,1345,regular
150970253,Class,Populated Place,gnis
150970253,County,Salt Lake,gnis
150970253,County_num,035,gnis
150970253,ST_alpha,UT,gnis
150970253,ST_num,49,gnis
150970253,id,1452166,gnis
150970253,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970253,name,Akron,regular
150970253,place,locality,regular
150970360,ele,1302,regular
150970360,Class,Populated Place,gnis
150970360,County,Salt Lake,gnis
150970360,County_num,035,gnis
150970360,ST_alpha,UT,gnis
150970360,ST_num,49,gnis
150970360,id,1452324,gnis
150970360,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970360,name,Cloverwood,regular
150970360,place,locality,regular
150970367,ele,1320,regular
150970367,Class,Populated Place,gnis
150970367,County,Salt Lake,gnis
150970367,County_num,035,gnis
150970367,ST_alpha,UT,gnis
150970367,ST_num,49,gnis
150970367,id,1452414,gnis
150970367,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970367,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150970367,name,Kashmir,regular
150970367,place,locality,regular
150970386,building,yes,regular
150970386,ele,1391,regular
150970386,Class,Populated Place,gnis
150970386,County,Salt Lake,gnis
150970386,County_num,035,gnis
150970386,ST_alpha,UT,gnis
150970386,ST_num,49,gnis
150970386,id,1449805,gnis
150970386,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970386,name,Briarcreek Condominium,regular
150970390,ele,1305,regular
150970390,Class,Populated Place,gnis
150970390,County,Salt Lake,gnis
150970390,County_num,035,gnis
150970390,ST_alpha,UT,gnis
150970390,ST_num,49,gnis
150970390,id,1454382,gnis
150970390,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970390,name,The Woodlands Business Park,regular
150970390,place,locality,regular
150970619,ele,1434,regular
150970619,Class,Populated Place,gnis
150970619,County,Salt Lake,gnis
150970619,County_num,035,gnis
150970619,ST_alpha,UT,gnis
150970619,ST_num,49,gnis
150970619,id,1451882,gnis
150970619,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970619,name,Castro Heoghts,regular
150970619,place,locality,regular
150970623,ele,1358,regular
150970623,Class,Populated Place,gnis
150970623,County,Salt Lake,gnis
150970623,County_num,035,gnis
150970623,ST_alpha,UT,gnis
150970623,ST_num,49,gnis
150970623,id,1451938,gnis
150970623,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970623,name,Elm Wood,regular
150970623,place,locality,regular
150970640,ele,1332,regular
150970640,Class,Populated Place,gnis
150970640,County,Salt Lake,gnis
150970640,County_num,035,gnis
150970640,ST_alpha,UT,gnis
150970640,ST_num,49,gnis
150970640,id,1452122,gnis
150970640,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150970640,name,Southwood Three and Four,regular
150970640,place,locality,regular
150971135,ele,1310,regular
150971135,Class,Populated Place,gnis
150971135,County,Salt Lake,gnis
150971135,County_num,035,gnis
150971135,ST_alpha,UT,gnis
150971135,ST_num,49,gnis
150971135,id,1452675,gnis
150971135,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971135,name,Wilmington,regular
150971135,place,locality,regular
150971216,ele,1352,regular
150971216,Class,Populated Place,gnis
150971216,County,Salt Lake,gnis
150971216,County_num,035,gnis
150971216,ST_alpha,UT,gnis
150971216,ST_num,49,gnis
150971216,id,1451933,gnis
150971216,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971216,name,C Barton Grover,regular
150971216,place,locality,regular
150971230,building,yes,regular
150971230,ele,1339,regular
150971230,Class,Populated Place,gnis
150971230,County,Salt Lake,gnis
150971230,County_num,035,gnis
150971230,ST_alpha,UT,gnis
150971230,ST_num,49,gnis
150971230,id,1449818,gnis
150971230,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971230,name,TGanglewood Condominium,regular
150971306,ele,1344,regular
150971306,Class,Populated Place,gnis
150971306,County,Salt Lake,gnis
150971306,County_num,035,gnis
150971306,ST_alpha,UT,gnis
150971306,ST_num,49,gnis
150971306,id,1452083,gnis
150971306,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971306,name,Brookside Park,regular
150971306,place,locality,regular
150971312,ele,1313,regular
150971312,Class,Populated Place,gnis
150971312,County,Salt Lake,gnis
150971312,County_num,035,gnis
150971312,ST_alpha,UT,gnis
150971312,ST_num,49,gnis
150971312,id,1451965,gnis
150971312,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971312,name,Hamilton Village,regular
150971312,place,locality,regular
150971318,ele,1351,regular
150971318,Class,Populated Place,gnis
150971318,County,Salt Lake,gnis
150971318,County_num,035,gnis
150971318,ST_alpha,UT,gnis
150971318,ST_num,49,gnis
150971318,id,1452331,gnis
150971318,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971318,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150971318,name,Blake Heights,regular
150971318,place,locality,regular
150971475,building,yes,regular
150971475,ele,1304,regular
150971475,Class,Populated Place,gnis
150971475,County,Salt Lake,gnis
150971475,County_num,035,gnis
150971475,ST_alpha,UT,gnis
150971475,ST_num,49,gnis
150971475,id,1437312,gnis
150971475,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971475,name,Fireclay Plaza Condo,regular
150971547,ele,1303,regular
150971547,Class,Populated Place,gnis
150971547,County,Salt Lake,gnis
150971547,County_num,035,gnis
150971547,ST_alpha,UT,gnis
150971547,ST_num,49,gnis
150971547,id,1451991,gnis
150971547,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971547,name,Murray Meadows,regular
150971547,place,locality,regular
150971551,ele,1327,regular
150971551,Class,Populated Place,gnis
150971551,County,Salt Lake,gnis
150971551,County_num,035,gnis
150971551,ST_alpha,UT,gnis
150971551,ST_num,49,gnis
150971551,id,1452481,gnis
150971551,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971551,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150971551,name,Valaire,regular
150971551,place,locality,regular
150971570,ele,1307,regular
150971570,Class,Populated Place,gnis
150971570,County,Salt Lake,gnis
150971570,County_num,035,gnis
150971570,ST_alpha,UT,gnis
150971570,ST_num,49,gnis
150971570,id,1437211,gnis
150971570,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971570,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150971570,name,Wright Subdivision 11,regular
150971570,place,locality,regular
150971589,ele,1318,regular
150971589,Class,Populated Place,gnis
150971589,County,Salt Lake,gnis
150971589,County_num,035,gnis
150971589,ST_alpha,UT,gnis
150971589,ST_num,49,gnis
150971589,id,1452347,gnis
150971589,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971589,name,Greenwood Acres,regular
150971589,place,locality,regular
150971593,ele,1374,regular
150971593,Class,Populated Place,gnis
150971593,County,Salt Lake,gnis
150971593,County_num,035,gnis
150971593,ST_alpha,UT,gnis
150971593,ST_num,49,gnis
150971593,id,1452059,gnis
150971593,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971593,name,Holladay Highlands,regular
150971593,place,locality,regular
150971595,ele,1362,regular
150971595,Class,Populated Place,gnis
150971595,County,Salt Lake,gnis
150971595,County_num,035,gnis
150971595,ST_alpha,UT,gnis
150971595,ST_num,49,gnis
150971595,id,1452080,gnis
150971595,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971595,name,Shalamar,regular
150971595,place,locality,regular
150971601,building,yes,regular
150971601,ele,1351,regular
150971601,Class,Populated Place,gnis
150971601,County,Salt Lake,gnis
150971601,County_num,035,gnis
150971601,ST_alpha,UT,gnis
150971601,ST_num,49,gnis
150971601,id,1449875,gnis
150971601,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971601,name,Monte Cristo Condo,regular
150971682,ele,1293,regular
150971682,Class,Populated Place,gnis
150971682,County,Salt Lake,gnis
150971682,County_num,035,gnis
150971682,ST_alpha,UT,gnis
150971682,ST_num,49,gnis
150971682,id,1451836,gnis
150971682,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971682,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150971682,name,Vogue Park,regular
150971682,place,locality,regular
150971734,ele,1352,regular
150971734,Class,Populated Place,gnis
150971734,County,Salt Lake,gnis
150971734,County_num,035,gnis
150971734,ST_alpha,UT,gnis
150971734,ST_num,49,gnis
150971734,id,1452075,gnis
150971734,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971734,name,Cottonwood Glade,regular
150971734,place,locality,regular
150971787,ele,1300,regular
150971787,Class,Populated Place,gnis
150971787,County,Salt Lake,gnis
150971787,County_num,035,gnis
150971787,ST_alpha,UT,gnis
150971787,ST_num,49,gnis
150971787,id,1452408,gnis
150971787,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971787,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150971787,name,Meadowbrook Corners,regular
150971787,place,locality,regular
150971797,ele,1338,regular
150971797,Class,Populated Place,gnis
150971797,County,Salt Lake,gnis
150971797,County_num,035,gnis
150971797,ST_alpha,UT,gnis
150971797,ST_num,49,gnis
150971797,id,1452496,gnis
150971797,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971797,name,Southwood Two,regular
150971797,place,locality,regular
150971878,ele,1333,regular
150971878,Class,Populated Place,gnis
150971878,County,Salt Lake,gnis
150971878,County_num,035,gnis
150971878,ST_alpha,UT,gnis
150971878,ST_num,49,gnis
150971878,id,1452021,gnis
150971878,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971878,name,Cottonwood Meadows,regular
150971878,place,locality,regular
150971881,ele,1333,regular
150971881,Class,Populated Place,gnis
150971881,County,Salt Lake,gnis
150971881,County_num,035,gnis
150971881,ST_alpha,UT,gnis
150971881,ST_num,49,gnis
150971881,id,1452168,gnis
150971881,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971881,name,Bee and Gee,regular
150971881,place,locality,regular
150971950,building,yes,regular
150971950,ele,1311,regular
150971950,Class,Populated Place,gnis
150971950,County,Salt Lake,gnis
150971950,County_num,035,gnis
150971950,ST_alpha,UT,gnis
150971950,ST_num,49,gnis
150971950,id,1449820,gnis
150971950,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971950,name,Hidden Lake Condominium,regular
150971953,building,yes,regular
150971953,ele,1343,regular
150971953,Class,Populated Place,gnis
150971953,County,Salt Lake,gnis
150971953,County_num,035,gnis
150971953,ST_alpha,UT,gnis
150971953,ST_num,49,gnis
150971953,id,1449862,gnis
